tabua,idade,qx_masc,qx_fem
Light Media Des. 25,61,0.013455,0.013455
Light Media Des. 25,62,0.0146925,0.0146925
Light Media Des. 25,63,0.0161775,0.0161775
Light Media Des. 25,64,0.0178425,0.0178425
Light Media Des. 25,65,0.019725,0.019725
Light Media Des. 25,66,0.0221475,0.0221475
Light Media Des. 25,67,0.0128925,0.0128925
Light Media Des. 25,68,0.0149625,0.0149625
Light Media Des. 25,69,0.017325,0.017325
Light Media Des. 25,70,0.0200175,0.0200175
Light Media Des. 25,71,0.0,0.0
Light Media Des. 25,72,0.0,0.0
Light Media Des. 25,73,0.0,0.0
Light Media Des. 25,74,0.0,0.0
Light Media Des. 25,75,0.0,0.0
Light Media Des. 25,76,0.0,0.0
Light Media Des. 25,77,0.0,0.0
Light Media Des. 25,78,0.0,0.0
Light Media Des. 25,79,0.0,0.0
Light Media Des. 25,80,0.0,0.0
Light Media Des. 25,81,0.0,0.0
Light Media Des. 25,82,0.0,0.0
Light Media Des. 25,83,0.0,0.0
Light Media Des. 25,84,0.0,0.0
Light Media Des. 25,85,0.0,0.0
Light Media Des. 25,86,0.0,0.0
Light Media Des. 25,87,0.0,0.0
Light Media Des. 25,88,0.0,0.0
Light Media Des. 25,89,0.0,0.0
Light Media Des. 25,90,0.0,0.0
Light Media Des. 25,91,0.0,0.0
Light Media Des. 25,92,0.0,0.0
Light Media Des. 25,93,0.0,0.0
Light Media Des. 25,94,0.0,0.0
Light Media Des. 25,95,0.0,0.0
Light Media Des. 25,96,0.0,0.0
Light Media Des. 25,97,0.0,0.0
Light Media Des. 25,98,0.0,0.0
Light Media Des. 25,99,0.0,0.0
Light Media Des. 25,100,0.0,0.0
Light Media Des. 25,101,0.0,0.0
Light Media Des. 25,102,0.0,0.0
Light Media Des. 25,103,0.0,0.0
Light Media Des. 25,104,0.0,0.0
Light Media Des. 25,105,0.0,0.0
Light Media Des. 25,106,0.0,0.0
Light Media Des. 25,107,0.0,0.0
Light Media Des. 25,108,0.0,0.0
Light Media Des. 25,109,0.0,0.0
Light Media Des. 25,110,0.0,0.0
Light Media Des. 25,111,0.0,0.0
Light Media Des. 25,112,0.0,0.0
Light Media Des. 25,113,0.0,0.0
Light Media Des. 25,114,0.0,0.0
Light Media Des. 25,115,0.0,0.0
Light Media Des. 25,116,0.0,0.0
Light Media Des. 25,117,0.0,0.0
Light Media Des. 25,118,0.0,0.0
Light Media Des. 25,119,0.0,0.0
Light Media Des. 25,120,0.0,0.0
Light Media Des. 25,121,0.0,0.0
Light Media Des. 25,122,0.0,0.0
Light Media Des. 25,123,0.0,0.0
Light Media Des. 25,124,0.0,0.0
Light Media Des. 25,125,0.0,0.0
Light Fraca,0,0.0,0.0
Light Fraca,1,0.0,0.0
Light Fraca,2,0.0,0.0
Light Fraca,3,0.0,0.0
Light Fraca,4,0.0,0.0
Light Fraca,5,0.0,0.0
Light Fraca,6,0.0,0.0
Light Fraca,7,0.0,0.0
Light Fraca,8,0.0,0.0
Light Fraca,9,0.0,0.0
Light Fraca,10,0.0,0.0
Light Fraca,11,0.0,0.0
Light Fraca,12,0.0,0.0
Light Fraca,13,0.0,0.0
Light Fraca,14,0.0,0.0
Light Fraca,15,5.25e-05,5.25e-05
Light Fraca,16,6.75e-05,6.75e-05
Light Fraca,17,8.25e-05,8.25e-05
Light Fraca,18,9.75e-05,9.75e-05
Light Fraca,19,0.00012,0.00012
Light Fraca,20,0.0001425,0.0001425
Light Fraca,21,0.0001725,0.0001725
Light Fraca,22,0.0002025,0.0002025
Light Fraca,23,0.00024,0.00024
Light Fraca,24,0.0002775,0.0002775
Light Fraca,25,0.00033,0.00033
Light Fraca,26,0.0003825,0.0003825
Light Fraca,27,0.000435,0.000435
Light Fraca,28,0.000495,0.000495
Light Fraca,29,0.00057,0.00057
Light Fraca,30,0.00066,0.00066
Light Fraca,31,0.000735,0.000735
Light Fraca,32,0.000825,0.000825
Light Fraca,33,0.00093,0.00093
Light Fraca,34,0.0010425,0.0010425
Light Fraca,35,0.0011775,0.0011775
Light Fraca,36,0.00129,0.00129
Light Fraca,37,0.0014325,0.0014325
Light Fraca,38,0.00159,0.00159
Light Fraca,39,0.001755,0.001755
Light Fraca,40,0.0019425,0.0019425
Light Fraca,41,0.002145,0.002145
Light Fraca,42,0.0023625,0.0023625
Light Fraca,43,0.002595,0.002595
Light Fraca,44,0.0028575,0.0028575
Light Fraca,45,0.0031275,0.0031275
Light Fraca,46,0.0034275,0.0034275
Light Fraca,47,0.0037575,0.0037575
Light Fraca,48,0.00411,0.00411
Light Fraca,49,0.0045075,0.0045075
Light Fraca,50,0.0049125,0.0049125
Light Fraca,51,0.00537,0.00537
Light Fraca,52,0.00588,0.00588
Light Fraca,53,0.006435,0.006435
Light Fraca,54,0.0070275,0.0070275
Light Fraca,55,0.0076575,0.0076575
Light Fraca,56,0.0083925,0.0083925
Light Fraca,57,0.009165,0.009165
Light Fraca,58,0.010095,0.010095
Light Fraca,59,0.011055,0.011055
Light Fraca,60,0.01215,0.01215
Light Fraca,61,0.013455,0.013455
Light Fraca,62,0.0146925,0.0146925
Light Fraca,63,0.0161775,0.0161775
Light Fraca,64,0.0178425,0.0178425
Light Fraca,65,0.019725,0.019725
Light Fraca,66,0.0221475,0.0221475
Light Fraca,67,0.0128925,0.0128925
Light Fraca,68,0.0149625,0.0149625
Light Fraca,69,0.017325,0.017325
Light Fraca,70,0.0200175,0.0200175
Light Fraca,71,0.0,0.0
Light Fraca,72,0.0,0.0
Light Fraca,73,0.0,0.0
Light Fraca,74,0.0,0.0
Light Fraca,75,0.0,0.0
Light Fraca,76,0.0,0.0
Light Fraca,77,0.0,0.0
Light Fraca,78,0.0,0.0
Light Fraca,79,0.0,0.0
Light Fraca,80,0.0,0.0
Light Fraca,81,0.0,0.0
Light Fraca,82,0.0,0.0
Light Fraca,83,0.0,0.0
Light Fraca,84,0.0,0.0
Light Fraca,85,0.0,0.0
Light Fraca,86,0.0,0.0
Light Fraca,87,0.0,0.0
Light Fraca,88,0.0,0.0
Light Fraca,89,0.0,0.0
Light Fraca,90,0.0,0.0
Light Fraca,91,0.0,0.0
Light Fraca,92,0.0,0.0
Light Fraca,93,0.0,0.0
Light Fraca,94,0.0,0.0
Light Fraca,95,0.0,0.0
Light Fraca,96,0.0,0.0
Light Fraca,97,0.0,0.0
Light Fraca,98,0.0,0.0
Light Fraca,99,0.0,0.0
Light Fraca,100,0.0,0.0
Light Fraca,101,0.0,0.0
Light Fraca,102,0.0,0.0
Light Fraca,103,0.0,0.0
Light Fraca,104,0.0,0.0
Light Fraca,105,0.0,0.0
Light Fraca,106,0.0,0.0
Light Fraca,107,0.0,0.0
Light Fraca,108,0.0,0.0
Light Fraca,109,0.0,0.0
Light Fraca,110,0.0,0.0
Light Fraca,111,0.0,0.0
Light Fraca,112,0.0,0.0
Light Fraca,113,0.0,0.0
Light Fraca,114,0.0,0.0
Light Fraca,115,0.0,0.0
Light Fraca,116,0.0,0.0
Light Fraca,117,0.0,0.0
Light Fraca,118,0.0,0.0
Light Fraca,119,0.0,0.0
Light Fraca,120,0.0,0.0
Light Fraca,121,0.0,0.0
Light Fraca,122,0.0,0.0
Light Fraca,123,0.0,0.0
Light Fraca,124,0.0,0.0
Light Fraca,125,0.0,0.0
BR-EMS sobrev. 2015,0,0.00028662,0.00029223
BR-EMS sobrev. 2015,1,0.00013328,0.000129795
BR-EMS sobrev. 2015,2,0.79985,0.98515
BR-EMS sobrev. 2015,3,0.05848,0.67235
BR-EMS sobrev. 2015,4,0.04947,0.04896
BR-EMS sobrev. 2015,5,0.46155,0.04199
BR-EMS sobrev. 2015,6,0.45815,0.40035
BR-EMS sobrev. 2015,7,0.47175,0.40375
BR-EMS sobrev. 2015,8,0.04964,0.04216
BR-EMS sobrev. 2015,9,0.05304,0.04471
BR-EMS sobrev. 2015,10,0.57205,0.48025
BR-EMS sobrev. 2015,11,0.06273,0.05185
BR-EMS sobrev. 2015,12,0.70635,0.05644
BR-EMS sobrev. 2015,13,0.82535,0.62135
BR-EMS sobrev. 2015,14,0.00010047,0.70125
BR-EMS sobrev. 2015,15,0.000126395,0.08228
BR-EMS sobrev. 2015,16,0.000162265,0.0001037
BR-EMS sobrev. 2015,17,0.00023766,0.00012138
BR-EMS sobrev. 2015,18,0.0003179,0.00014518
BR-EMS sobrev. 2015,19,0.000417265,0.000172975
BR-EMS sobrev. 2015,20,0.000513825,0.000196605
BR-EMS sobrev. 2015,21,0.000600865,0.0002142
BR-EMS sobrev. 2015,22,0.000647955,0.00023171
BR-EMS sobrev. 2015,23,0.000664445,0.00024395
BR-EMS sobrev. 2015,24,0.000657135,0.00024412
BR-EMS sobrev. 2015,25,0.00064124,0.000245055
BR-EMS sobrev. 2015,26,0.000626705,0.000246075
BR-EMS sobrev. 2015,27,0.00062033,0.00025313
BR-EMS sobrev. 2015,28,0.00061693,0.00026724
BR-EMS sobrev. 2015,29,0.000610045,0.00028356
BR-EMS sobrev. 2015,30,0.000612935,0.0002958
BR-EMS sobrev. 2015,31,0.00062407,0.000303875
BR-EMS sobrev. 2015,32,0.000644215,0.000313225
BR-EMS sobrev. 2015,33,0.000674985,0.000325635
BR-EMS sobrev. 2015,34,0.000713575,0.000348755
BR-EMS sobrev. 2015,35,0.00074817,0.00038658
BR-EMS sobrev. 2015,36,0.00078217,0.00042432
BR-EMS sobrev. 2015,37,0.00080852,0.000453645
BR-EMS sobrev. 2015,38,0.00083946,0.00047413
BR-EMS sobrev. 2015,39,0.000874735,0.000490365
BR-EMS sobrev. 2015,40,0.000925055,0.00050728
BR-EMS sobrev. 2015,41,0.000982855,0.00053159
BR-EMS sobrev. 2015,42,0.001057655,0.000577405
BR-EMS sobrev. 2015,43,0.001147925,0.0006341
BR-EMS sobrev. 2015,44,0.00125783,0.000693515
BR-EMS sobrev. 2015,45,0.00136289,0.00075378
BR-EMS sobrev. 2015,46,0.00146591,0.000821355
BR-EMS sobrev. 2015,47,0.001569355,0.000906185
BR-EMS sobrev. 2015,48,0.001700765,0.00099195
BR-EMS sobrev. 2015,49,0.001852065,0.00109871
BR-EMS sobrev. 2015,50,0.002029205,0.001199095
BR-EMS sobrev. 2015,51,0.002229465,0.00129897
BR-EMS sobrev. 2015,52,0.00246789,0.00138601
BR-EMS sobrev. 2015,53,0.00273462,0.001496085
BR-EMS sobrev. 2015,54,0.00302056,0.00163591
BR-EMS sobrev. 2015,55,0.00332095,0.001794605
BR-EMS sobrev. 2015,56,0.003653385,0.00198033
BR-EMS sobrev. 2015,57,0.004008855,0.0021794
BR-EMS sobrev. 2015,58,0.004362455,0.00238034
BR-EMS sobrev. 2015,59,0.004718095,0.00257839
BR-EMS sobrev. 2015,60,0.00510068,0.002805765
BR-EMS sobrev. 2015,61,0.00552823,0.003056345
BR-EMS sobrev. 2015,62,0.00603279,0.003326475
BR-EMS sobrev. 2015,63,0.006631785,0.00364633
BR-EMS sobrev. 2015,64,0.007370605,0.004006475
BR-EMS sobrev. 2015,65,0.008145805,0.00444941
BR-EMS sobrev. 2015,66,0.008954665,0.00491844
BR-EMS sobrev. 2015,67,0.00973794,0.00543405
BR-EMS sobrev. 2015,68,0.010623895,0.006040185
BR-EMS sobrev. 2015,69,0.01155779,0.00673319
BR-EMS sobrev. 2015,70,0.01278026,0.00751077
BR-EMS sobrev. 2015,71,0.014174685,0.00828359
BR-EMS sobrev. 2015,72,0.01589517,0.0091358
BR-EMS sobrev. 2015,73,0.01774392,0.010008665
BR-EMS sobrev. 2015,74,0.01979633,0.01088017
BR-EMS sobrev. 2015,75,0.02191674,0.01176825
BR-EMS sobrev. 2015,76,0.02436729,0.012843245
BR-EMS sobrev. 2015,77,0.02696302,0.01414791
BR-EMS sobrev. 2015,78,0.02961604,0.015819775
BR-EMS sobrev. 2015,79,0.03249924,0.017901255
BR-EMS sobrev. 2015,80,0.03551742,0.020440205
BR-EMS sobrev. 2015,81,0.038929065,0.02323628
BR-EMS sobrev. 2015,82,0.0424558,0.026172095
BR-EMS sobrev. 2015,83,0.04624153,0.02914718
BR-EMS sobrev. 2015,84,0.050745085,0.032445605
BR-EMS sobrev. 2015,85,0.05653265,0.03645548
BR-EMS sobrev. 2015,86,0.063255895,0.041664875
BR-EMS sobrev. 2015,87,0.071365915,0.04763893
BR-EMS sobrev. 2015,88,0.07942315,0.053738275
BR-EMS sobrev. 2015,89,0.0892245,0.059788575
BR-EMS sobrev. 2015,90,0.097205235,0.066039475
BR-EMS sobrev. 2015,91,0.10601982,0.0729538
BR-EMS sobrev. 2015,92,0.112674045,0.080127375
BR-EMS sobrev. 2015,93,0.124625385,0.088651175
BR-EMS sobrev. 2015,94,0.1347862,0.097792755
BR-EMS sobrev. 2015,95,0.14768478,0.107442465
BR-EMS sobrev. 2015,96,0.161125065,0.116607335
BR-EMS sobrev. 2015,97,0.17456535,0.12562235
BR-EMS sobrev. 2015,98,0.18875814,0.13539463
BR-EMS sobrev. 2015,99,0.204104805,0.14598291
BR-EMS sobrev. 2015,100,0.22069927,0.154453755
BR-EMS sobrev. 2015,101,0.238642855,0.168452575
BR-EMS sobrev. 2015,102,0.25804538,0.18615714
BR-EMS sobrev. 2015,103,0.279025335,0.20572244
BR-EMS sobrev. 2015,104,0.301711155,0.227344145
BR-EMS sobrev. 2015,105,0.326241305,0.25123824
BR-EMS sobrev. 2015,106,0.352765895,0.27764366
BR-EMS sobrev. 2015,107,0.381446935,0.30682433
BR-EMS sobrev. 2015,108,0.41245995,0.33907197
BR-EMS sobrev. 2015,109,0.445994405,0.374708815
BR-EMS sobrev. 2015,110,0.48225532,0.414091185
BR-EMS sobrev. 2015,111,0.521464375,0.457612715
BR-EMS sobrev. 2015,112,0.56386127,0.50570835
BR-EMS sobrev. 2015,113,0.60970517,0.55885885
BR-EMS sobrev. 2015,114,0.65927632,0.617595635
BR-EMS sobrev. 2015,115,0.71287783,0.68250563
BR-EMS sobrev. 2015,116,0.77083729,0.75423781
BR-EMS sobrev. 2015,117,0.833509065,0.833509065
BR-EMS sobrev. 2015,118,0.85,0.85
BR-EMS sobrev. 2015,119,0.85,0.85
BR-EMS sobrev. 2015,120,1.0,1.0
BR-EMS sobrev. 2015,121,1.0,1.0
BR-EMS sobrev. 2015,122,1.0,1.0
BR-EMS sobrev. 2015,123,1.0,1.0
BR-EMS sobrev. 2015,124,1.0,1.0
BR-EMS sobrev. 2015,125,1.0,1.0
BREMS 2021 Mort Inter. 95,0,0.000441602852985159,0.000473680981556516
BREMS 2021 Mort Inter. 95,1,0.000288312156001354,0.000301434141412784
BREMS 2021 Mort Inter. 95,2,0.00025357785663958,0.000260987210979127
BREMS 2021 Mort Inter. 95,3,0.000237134589706563,0.000240684915907527
BREMS 2021 Mort Inter. 95,4,0.000228209340477964,0.000228624081737406
BREMS 2021 Mort Inter. 95,5,0.0002235062622036,0.000221120147612772
BREMS 2021 Mort Inter. 95,6,0.000221747103702951,0.000216667062477721
BREMS 2021 Mort Inter. 95,7,0.000222314831586818,0.000214887111078964
BREMS 2021 Mort Inter. 95,8,0.000225665581327239,0.000216656373683853
BREMS 2021 Mort Inter. 95,9,0.000233547673741324,0.000223965370930331
BREMS 2021 Mort Inter. 95,10,0.000249094866707861,0.000239346144475644
BREMS 2021 Mort Inter. 95,11,0.000276971294297726,0.000264503022501938
BREMS 2021 Mort Inter. 95,12,0.000321516674648157,0.000299364523700223
BREMS 2021 Mort Inter. 95,13,0.000385432330155183,0.000341423457858997
BREMS 2021 Mort Inter. 95,14,0.00046867336184414,0.000387223737091181
BREMS 2021 Mort Inter. 95,15,0.000567311168979741,0.000432638818914372
BREMS 2021 Mort Inter. 95,16,0.000676235605130072,0.000473814190650088
BREMS 2021 Mort Inter. 95,17,0.000787863269203205,0.000508261768305861
BREMS 2021 Mort Inter. 95,18,0.000895114414653236,0.000534790820244872
BREMS 2021 Mort Inter. 95,19,0.0009919303,0.0005533789
BREMS 2021 Mort Inter. 95,20,0.0010413459,0.0005351484
BREMS 2021 Mort Inter. 95,21,0.0010929459,0.000534774
BREMS 2021 Mort Inter. 95,22,0.0011254946,0.0005328767
BREMS 2021 Mort Inter. 95,23,0.0011450272,0.0005272219
BREMS 2021 Mort Inter. 95,24,0.0011610944,0.0005267122
BREMS 2021 Mort Inter. 95,25,0.0011649645,0.0005231767
BREMS 2021 Mort Inter. 95,26,0.0011575757,0.0005245347
BREMS 2021 Mort Inter. 95,27,0.0011541879,0.000528661
BREMS 2021 Mort Inter. 95,28,0.0011490729,0.0005402628
BREMS 2021 Mort Inter. 95,29,0.0011462864,0.0005477802
BREMS 2021 Mort Inter. 95,30,0.0011510645,0.0005733945
BREMS 2021 Mort Inter. 95,31,0.0011608478,0.0005963111
BREMS 2021 Mort Inter. 95,32,0.0011722951,0.000625623
BREMS 2021 Mort Inter. 95,33,0.0011998535,0.0006580203
BREMS 2021 Mort Inter. 95,34,0.0012340724,0.0006948086
BREMS 2021 Mort Inter. 95,35,0.0012780914,0.0007514857
BREMS 2021 Mort Inter. 95,36,0.0013381843,0.000799793
BREMS 2021 Mort Inter. 95,37,0.0014102987,0.0008609796
BREMS 2021 Mort Inter. 95,38,0.001499585,0.000924161
BREMS 2021 Mort Inter. 95,39,0.0015904489,0.0009975175
BREMS 2021 Mort Inter. 95,40,0.0017012121,0.0010819183
BREMS 2021 Mort Inter. 95,41,0.0018271253,0.0011756085
BREMS 2021 Mort Inter. 95,42,0.0019708238,0.0012712163
BREMS 2021 Mort Inter. 95,43,0.0021247654,0.0013848128
BREMS 2021 Mort Inter. 95,44,0.0022906726,0.0014973031
BREMS 2021 Mort Inter. 95,45,0.0024917274,0.0016272858
BREMS 2021 Mort Inter. 95,46,0.0027091291,0.0017820559
BREMS 2021 Mort Inter. 95,47,0.0029431666,0.0019297725
BREMS 2021 Mort Inter. 95,48,0.0032019399,0.0021043828
BREMS 2021 Mort Inter. 95,49,0.0034828202,0.0022845498
BREMS 2021 Mort Inter. 95,50,0.0037966044,0.0025008816
BREMS 2021 Mort Inter. 95,51,0.0041340858,0.002713096
BREMS 2021 Mort Inter. 95,52,0.0045222179,0.0029823332
BREMS 2021 Mort Inter. 95,53,0.0049339725,0.0032477089
BREMS 2021 Mort Inter. 95,54,0.0053981587,0.0035457138
BREMS 2021 Mort Inter. 95,55,0.0059109566,0.003883401
BREMS 2021 Mort Inter. 95,56,0.0064455724,0.0042367412
BREMS 2021 Mort Inter. 95,57,0.007063639,0.004637715
BREMS 2021 Mort Inter. 95,58,0.0077153832,0.0050699088
BREMS 2021 Mort Inter. 95,59,0.0084419353,0.0055433499
BREMS 2021 Mort Inter. 95,60,0.0092265679,0.0060595596
BREMS 2021 Mort Inter. 95,61,0.0101229117,0.006632808
BREMS 2021 Mort Inter. 95,62,0.011070882,0.0072630633
BREMS 2021 Mort Inter. 95,63,0.0121026561,0.0079614977
BREMS 2021 Mort Inter. 95,64,0.013261211,0.0087365111
BREMS 2021 Mort Inter. 95,65,0.0145686842,0.0095536041
BREMS 2021 Mort Inter. 95,66,0.0159410019,0.010495452
BREMS 2021 Mort Inter. 95,67,0.0174230099,0.0115176152
BREMS 2021 Mort Inter. 95,68,0.0191130201,0.0126632822
BREMS 2021 Mort Inter. 95,69,0.0210028801,0.0139125359
BREMS 2021 Mort Inter. 95,70,0.0229558337,0.0152611474
BREMS 2021 Mort Inter. 95,71,0.025179051,0.016746362
BREMS 2021 Mort Inter. 95,72,0.0277154657,0.018400318
BREMS 2021 Mort Inter. 95,73,0.0302444544,0.0202177294
BREMS 2021 Mort Inter. 95,74,0.0331792583,0.0220673291
BREMS 2021 Mort Inter. 95,75,0.0363133508,0.0243495664
BREMS 2021 Mort Inter. 95,76,0.0399263966,0.0267530804
BREMS 2021 Mort Inter. 95,77,0.0437268481,0.0293054315
BREMS 2021 Mort Inter. 95,78,0.048185408,0.0323079152
BREMS 2021 Mort Inter. 95,79,0.0527187414,0.0354621663
BREMS 2021 Mort Inter. 95,80,0.0576018809,0.0389236866
BREMS 2021 Mort Inter. 95,81,0.0631603301,0.0429643946
BREMS 2021 Mort Inter. 95,82,0.0692906178,0.0472222222
BREMS 2021 Mort Inter. 95,83,0.0762517727,0.0520950148
BREMS 2021 Mort Inter. 95,84,0.0838886711,0.0573079701
BREMS 2021 Mort Inter. 95,85,0.0922284644,0.0632555524
BREMS 2021 Mort Inter. 95,86,0.101136152,0.0693263571
BREMS 2021 Mort Inter. 95,87,0.110738255,0.0767170461
BREMS 2021 Mort Inter. 95,88,0.1216988837,0.0842200589
BREMS 2021 Mort Inter. 95,89,0.133265857,0.0931693989
BREMS 2021 Mort Inter. 95,90,0.1464041096,0.1026512576
BREMS 2021 Mort Inter. 95,91,0.1611111111,0.1144708423
BREMS 2021 Mort Inter. 95,92,0.1781226903,0.1266891892
BREMS 2021 Mort Inter. 95,93,0.1961382114,0.1412556054
BREMS 2021 Mort Inter. 95,94,0.2196861626,0.1565656566
BREMS 2021 Mort Inter. 95,95,0.2402464066,0.1745810056
BREMS 2021 Mort Inter. 95,96,0.2710843373,0.1956521739
BREMS 2021 Mort Inter. 95,97,0.3018018018,0.2197183099
BREMS 2021 Mort Inter. 95,98,0.3333333333,0.2520661157
BREMS 2021 Mort Inter. 95,99,0.38,0.28125
BREMS 2021 Mort Inter. 95,100,0.4242424242,0.3271028037
BREMS 2021 Mort Inter. 95,101,0.4782608696,0.3611111111
BREMS 2021 Mort Inter. 95,102,0.5454545455,0.4171875
BREMS 2021 Mort Inter. 95,103,1,0.4848484848
BREMS 2021 Mort Inter. 95,104,1,0.5465909091
BREMS 2021 Mort Inter. 95,105,1,0.626666667
BREMS 2021 Mort Inter. 95,106,1,0.6666666667
BREMS 2021 Mort Inter. 95,107,1,0.7777777778
BREMS 2021 Mort Inter. 95,108,1,1
BREMS 2021 Mort Inter. 95,109,1,1
BREMS 2021 Mort Inter. 95,110,1,1
BREMS 2021 Mort Inter. 95,111,1,1
BREMS 2021 Mort Inter. 95,112,1,1
BREMS 2021 Mort Inter. 95,113,1,1
BREMS 2021 Mort Inter. 95,114,1,1
BREMS 2021 Mort Inter. 95,115,1,1
BREMS 2021 Mort Inter. 95,116,1,1
BREMS 2021 Mort Inter. 95,117,1,1
BREMS 2021 Mort Inter. 95,118,1,1
BREMS 2021 Mort Inter. 95,119,1,1
BREMS 2021 Mort Inter. 95,120,1,1
BREMS 2021 Mort Inter. 95,121,1,1
BREMS 2021 Mort Inter. 95,122,1,1
BREMS 2021 Mort Inter. 95,123,1,1
BREMS 2021 Mort Inter. 95,124,1,1
BREMS 2021 Mort Inter. 95,125,1,1
MI85 Inter. 95,0,0.0176096565460527,0.0121743371360992
MI85 Inter. 95,1,0.0176301564413013,0.0121850887266305
MI85 Inter. 95,2,0.0176521521750691,0.0121966860679766
MI85 Inter. 95,3,0.0176757521241916,0.0122091959650991
MI85 Inter. 95,4,0.0177010741931381,0.0122226878951581
MI85 Inter. 95,5,0.0177282422411489,0.0122372393519092
MI85 Inter. 95,6,0.0177573920370069,0.0122529358457034
MI85 Inter. 95,7,0.0177886688771288,0.0122698642229908
MI85 Inter. 95,8,0.0178222252036567,0.0122881233551146
MI85 Inter. 95,9,0.0178582301320919,0.0123078187939144
MI85 Inter. 95,10,0.0178968599236612,0.0123290600995273
MI85 Inter. 95,11,0.0179383075129507,0.0123519715291819
MI85 Inter. 95,12,0.0179827777440889,0.0123766826845039
MI85 Inter. 95,13,0.0180304909436093,0.0124033365281113
MI85 Inter. 95,14,0.0180816829204503,0.0124320840392175
MI85 Inter. 95,15,0.0181366073478641,0.0124630908941274
MI85 Inter. 95,16,0.0181955369543705,0.0124965334579398
MI85 Inter. 95,17,0.0182587623328029,0.0125326041289443
MI85 Inter. 95,18,0.018326596704125,0.0125715086664229
MI85 Inter. 95,19,0.0183993771083855,0.0126134688628483
MI85 Inter. 95,20,0.0179102453581417,0.0119890782843883
MI85 Inter. 95,21,0.0177992171961188,0.0118962808732414
MI85 Inter. 95,22,0.0176679960039658,0.0118488937671305
MI85 Inter. 95,23,0.0175870751292106,0.0117535144109198
MI85 Inter. 95,24,0.0176649971435655,0.0117751898373003
MI85 Inter. 95,25,0.017712114895985,0.0117000215986632
MI85 Inter. 95,26,0.0176946596676221,0.0116815099272736
MI85 Inter. 95,27,0.0178014277387974,0.0116535662482105
MI85 Inter. 95,28,0.0178990820905204,0.0117060307432513
MI85 Inter. 95,29,0.0180093788847055,0.011581307214902
MI85 Inter. 95,30,0.0181802523928357,0.0117440874486166
MI85 Inter. 95,31,0.0183407364238057,0.0117542243451999
MI85 Inter. 95,32,0.0184154432440881,0.0117942205894777
MI85 Inter. 95,33,0.0186135591121561,0.0118012318505413
MI85 Inter. 95,34,0.018771727300726,0.0118011694736037
MI85 Inter. 95,35,0.0189242786826415,0.0120415736069165
MI85 Inter. 95,36,0.0191590063239773,0.0120543353437333
MI85 Inter. 95,37,0.0194005953175479,0.0121765341366822
MI85 Inter. 95,38,0.0197123472826154,0.012241455953584
MI85 Inter. 95,39,0.0198830898254651,0.0123584843523003
MI85 Inter. 95,40,0.0201473328239672,0.0125258008302165
MI85 Inter. 95,41,0.0204325350696138,0.012710580821689
MI85 Inter. 95,42,0.02075954810076,0.0128321796742289
MI85 Inter. 95,43,0.0210405108327115,0.0130502213354311
MI85 Inter. 95,44,0.0212954092818817,0.0131743985744477
MI85 Inter. 95,45,0.0217251671635507,0.013373034058304
MI85 Inter. 95,46,0.02214186480253,0.0136837481614273
MI85 Inter. 95,47,0.0225441030503224,0.0138541211246812
MI85 Inter. 95,48,0.0229868858139049,0.014133685785001
MI85 Inter. 95,49,0.0234392108126582,0.0143664691056339
MI85 Inter. 95,50,0.0239640982884991,0.0147383046845529
MI85 Inter. 95,51,0.0244885489407225,0.0149977209802087
MI85 Inter. 95,52,0.0251565250784639,0.0154806143817317
MI85 Inter. 95,53,0.0257973829907203,0.0158461716558764
MI85 Inter. 95,54,0.0265515405045406,0.0162792965832033
MI85 Inter. 95,55,0.0273769124042393,0.0167974674560604
MI85 Inter. 95,56,0.0281385714079819,0.0172864242313743
MI85 Inter. 95,57,0.0290947358093015,0.0178693471037593
MI85 Inter. 95,58,0.0300165365931744,0.0184703220033725
MI85 Inter. 95,59,0.0310561764170091,0.0191209912929608
MI85 Inter. 95,60,0.0321316135497694,0.0198124076246345
MI85 Inter. 95,61,0.0334101132396528,0.0205851231701054
MI85 Inter. 95,62,0.0346669607016668,0.0214219180885701
MI85 Inter. 95,63,0.0359961072141572,0.0223471238904806
MI85 Inter. 95,64,0.037507506703883,0.0233660497135986
MI85 Inter. 95,65,0.0392248331027524,0.0243770258576139
MI85 Inter. 95,66,0.0409021444143351,0.0255826436615267
MI85 Inter. 95,67,0.0426508346433461,0.0268487178349278
MI85 Inter. 95,68,0.0446856635775968,0.0282646122312014
MI85 Inter. 95,69,0.0469446936925335,0.0297666596923811
MI85 Inter. 95,70,0.0491029295823679,0.0313340942007596
MI85 Inter. 95,71,0.0526243089426069,0.0341299224048127
MI85 Inter. 95,72,0.0566459966982762,0.0372481817516198
MI85 Inter. 95,73,0.0604942954485985,0.0406723828082843
MI85 Inter. 95,74,0.0649885460993346,0.0441389658997017
MI85 Inter. 95,75,0.0696990353009074,0.0484458282172158
MI85 Inter. 95,76,0.075137955631087,0.052961111024692
MI85 Inter. 95,77,0.0807237821948053,0.0577407372178972
MI85 Inter. 95,78,0.0873066269346042,0.0633704334773892
MI85 Inter. 95,79,0.0937817612704488,0.0692502408960276
MI85 Inter. 95,80,0.100637027297562,0.0756776437264376
MI85 Inter. 95,81,0.108411260110137,0.0831701403394522
MI85 Inter. 95,82,0.116877838538624,0.0910056896264069
MI85 Inter. 95,83,0.126423654936919,0.0999349845715857
