tabua,idade,qx_masc,qx_fem
AT2000 Basic,64,0.009968,0.006347
AT2000 Basic,65,0.010993,0.007017
AT2000 Basic,66,0.012188,0.007734
AT2000 Basic,67,0.013572,0.008491
AT2000 Basic,68,0.01516,0.009288
AT2000 Basic,69,0.016946,0.010163
AT2000 Basic,70,0.01892,0.011165
AT2000 Basic,71,0.021071,0.012339
AT2000 Basic,72,0.023388,0.013734
AT2000 Basic,73,0.025871,0.015391
AT2000 Basic,74,0.028552,0.017326
AT2000 Basic,75,0.031477,0.019551
AT2000 Basic,76,0.034686,0.022075
AT2000 Basic,77,0.038225,0.02491
AT2000 Basic,78,0.042132,0.028074
AT2000 Basic,79,0.046427,0.031612
AT2000 Basic,80,0.051128,0.03558
AT2000 Basic,81,0.05625,0.04003
AT2000 Basic,82,0.061809,0.045017
AT2000 Basic,83,0.067826,0.0506
AT2000 Basic,84,0.074322,0.056865
AT2000 Basic,85,0.081326,0.063907
AT2000 Basic,86,0.088863,0.071815
AT2000 Basic,87,0.096958,0.080682
AT2000 Basic,88,0.105631,0.090557
AT2000 Basic,89,0.114858,0.101307
AT2000 Basic,90,0.124612,0.112759
AT2000 Basic,91,0.134861,0.124733
AT2000 Basic,92,0.145575,0.137054
AT2000 Basic,93,0.156727,0.149552
AT2000 Basic,94,0.16829,0.162079
AT2000 Basic,95,0.180245,0.174492
AT2000 Basic,96,0.192565,0.186647
AT2000 Basic,97,0.205229,0.198403
AT2000 Basic,98,0.218683,0.210337
AT2000 Basic,99,0.233371,0.223027
AT2000 Basic,100,0.249741,0.237051
AT2000 Basic,101,0.268237,0.252985
AT2000 Basic,102,0.289305,0.271406
AT2000 Basic,103,0.313391,0.292893
AT2000 Basic,104,0.34094,0.318023
AT2000 Basic,105,0.372398,0.347373
AT2000 Basic,106,0.40821,0.38152
AT2000 Basic,107,0.448823,0.421042
AT2000 Basic,108,0.494681,0.466516
AT2000 Basic,109,0.546231,0.51852
AT2000 Basic,110,0.603917,0.577631
AT2000 Basic,111,0.668186,0.644427
AT2000 Basic,112,0.739483,0.719484
AT2000 Basic,113,0.818254,0.80338
AT2000 Basic,114,0.904945,0.896693
AT2000 Basic,115,1.0,1.0
AT2000 Basic,116,1.0,1.0
AT2000 Basic,117,1.0,1.0
AT2000 Basic,118,1.0,1.0
AT2000 Basic,119,1.0,1.0
AT2000 Basic,120,1.0,1.0
AT2000 Basic,121,1.0,1.0
AT2000 Basic,122,1.0,1.0
AT2000 Basic,123,1.0,1.0
AT2000 Basic,124,1.0,1.0
AT2000 Basic,125,1.0,1.0
AT-49 (D65%),0,0.001414,0.0011235
AT-49 (D65%),1,0.000553,0.000476
AT-49 (D65%),2,0.00031045,0.00024605
AT-49 (D65%),3,0.00025025,0.00018235
AT-49 (D65%),4,0.00021945,0.00014665
AT-49 (D65%),5,0.0001981,0.00011865
AT-49 (D65%),6,0.0001841,9.73e-05
AT-49 (D65%),7,0.000175,8.19e-05
AT-49 (D65%),8,0.00017045,0.07245
AT-49 (D65%),9,0.0001687,0.06755
AT-49 (D65%),10,0.00016905,0.06685
AT-49 (D65%),11,0.0001722,7.28e-05
AT-49 (D65%),12,0.0001757,0.07875
AT-49 (D65%),13,0.0001792,8.47e-05
AT-49 (D65%),14,0.0001834,9.1e-05
AT-49 (D65%),15,0.00018795,9.73e-05
AT-49 (D65%),16,0.00019285,0.0001036
AT-49 (D65%),17,0.00019845,0.00011025
AT-49 (D65%),18,0.0002044,0.0001169
AT-49 (D65%),19,0.00021105,0.0001239
AT-49 (D65%),20,0.0002184,0.0001316
AT-49 (D65%),21,0.0002268,0.0001393
AT-49 (D65%),22,0.0002359,0.00014735
AT-49 (D65%),23,0.0002457,0.0001561
AT-49 (D65%),24,0.00025655,0.00016555
AT-49 (D65%),25,0.0002688,0.00017535
AT-49 (D65%),26,0.0002821,0.00018585
AT-49 (D65%),27,0.00029715,0.00019705
AT-49 (D65%),28,0.0003136,0.0002093
AT-49 (D65%),29,0.00033145,0.0002226
AT-49 (D65%),30,0.0003514,0.00023695
AT-49 (D65%),31,0.00037345,0.00025235
AT-49 (D65%),32,0.0003976,0.0002695
AT-49 (D65%),33,0.00042455,0.0002877
AT-49 (D65%),34,0.00045395,0.00030765
AT-49 (D65%),35,0.00048685,0.0003297
AT-49 (D65%),36,0.0005229,0.0003535
AT-49 (D65%),37,0.00056245,0.00037975
AT-49 (D65%),38,0.00060655,0.00040845
AT-49 (D65%),39,0.0006552,0.0004396
AT-49 (D65%),40,0.00070875,0.00047425
AT-49 (D65%),41,0.000777,0.0005124
AT-49 (D65%),42,0.00086835,0.00055405
AT-49 (D65%),43,0.0009814,0.00060025
AT-49 (D65%),44,0.00111545,0.00065065
AT-49 (D65%),45,0.00126875,0.00070665
AT-49 (D65%),46,0.0014406,0.0007686
AT-49 (D65%),47,0.00162995,0.00083685
AT-49 (D65%),48,0.0018361,0.0009121
AT-49 (D65%),49,0.002058,0.00099575
AT-49 (D65%),50,0.00229495,0.00108815
AT-49 (D65%),51,0.00254695,0.00117635
AT-49 (D65%),52,0.0028133,0.0012747
AT-49 (D65%),53,0.003094,0.00138495
AT-49 (D65%),54,0.0033887,0.0015085
AT-49 (D65%),55,0.00369775,0.00164675
AT-49 (D65%),56,0.00402185,0.0018011
AT-49 (D65%),57,0.004361,0.001974
AT-49 (D65%),58,0.0047166,0.00216755
AT-49 (D65%),59,0.0050897,0.0023842
AT-49 (D65%),60,0.0054817,0.0026264
AT-49 (D65%),61,0.00590415,0.0028973
AT-49 (D65%),62,0.00636965,0.0032004
AT-49 (D65%),63,0.0068831,0.0035392
AT-49 (D65%),64,0.00744905,0.00391825
AT-49 (D65%),65,0.0080731,0.0043421
AT-49 (D65%),66,0.0087605,0.00481565
AT-49 (D65%),67,0.00951755,0.0053452
AT-49 (D65%),68,0.01035195,0.00593705
AT-49 (D65%),69,0.0112707,0.00659855
AT-49 (D65%),70,0.0122822,0.0073374
AT-49 (D65%),71,0.0133952,0.00816235
AT-49 (D65%),72,0.01461985,0.0090839
AT-49 (D65%),73,0.015967,0.0101122
AT-49 (D65%),74,0.0174482,0.01125985
AT-49 (D65%),75,0.01907535,0.01254015
AT-49 (D65%),76,0.02086315,0.01396745
AT-49 (D65%),77,0.0228256,0.01555785
AT-49 (D65%),78,0.0249788,0.01732955
AT-49 (D65%),79,0.02733955,0.01930145
AT-49 (D65%),80,0.02992605,0.02149525
AT-49 (D65%),81,0.03275755,0.02393405
AT-49 (D65%),82,0.03585505,0.02664235
AT-49 (D65%),83,0.03923955,0.02964745
AT-49 (D65%),84,0.04293415,0.0329784
AT-49 (D65%),85,0.0469623,0.036666
AT-49 (D65%),86,0.05134815,0.04074315
AT-49 (D65%),87,0.05611655,0.0452445
AT-49 (D65%),88,0.0612934,0.05020575
AT-49 (D65%),89,0.06690285,0.055664
AT-49 (D65%),90,0.07296975,0.06165635
AT-49 (D65%),91,0.0795172,0.06821955
AT-49 (D65%),92,0.0865662,0.07538965
AT-49 (D65%),93,0.094136,0.0831999
AT-49 (D65%),94,0.1022413,0.09168005
AT-49 (D65%),95,0.1108919,0.10085355
AT-49 (D65%),96,0.1200927,0.11073685
AT-49 (D65%),97,0.12984055,0.1213359
AT-49 (D65%),98,0.1401232,0.1326451
AT-49 (D65%),99,0.15091965,0.1446431
AT-49 (D65%),100,0.16219525,0.15729
AT-49 (D65%),101,0.1739045,0.1705256
AT-49 (D65%),102,0.18598615,0.18426695
AT-49 (D65%),103,0.19836495,0.1984052
AT-49 (D65%),104,0.2109499,0.21280595
AT-49 (D65%),105,0.2236346,0.22731065
AT-49 (D65%),106,0.23630005,0.2417359
AT-49 (D65%),107,0.2488143,0.2558822
AT-49 (D65%),108,0.2610377,0.26953675
AT-49 (D65%),109,0.35,0.35
AT-49 (D65%),110,1.0,1.0
AT-49 (D65%),111,1.0,1.0
AT-49 (D65%),112,1.0,1.0
AT-49 (D65%),113,1.0,1.0
AT-49 (D65%),114,1.0,1.0
AT-49 (D65%),115,1.0,1.0
AT-49 (D65%),116,1.0,1.0
AT-49 (D65%),117,1.0,1.0
AT-49 (D65%),118,1.0,1.0
AT-49 (D65%),119,1.0,1.0
AT-49 (D65%),120,1.0,1.0
AT-49 (D65%),121,1.0,1.0
AT-49 (D65%),122,1.0,1.0
AT-49 (D65%),123,1.0,1.0
AT-49 (D65%),124,1.0,1.0
AT-49 (D65%),125,1.0,1.0
BR-EMS mort. 2021,0,0.000370798,0.000354525
BR-EMS mort. 2021,1,0.000242085,0.000225608
BR-EMS mort. 2021,2,0.00021292,0.000195335
BR-EMS mort. 2021,3,0.000199113,0.00018014
BR-EMS mort. 2021,4,0.000191619,0.000171113
BR-EMS mort. 2021,5,0.00018767,0.000165497
BR-EMS mort. 2021,6,0.000186193,0.000162164
BR-EMS mort. 2021,7,0.00018667,0.000160832
BR-EMS mort. 2021,8,0.000189483,0.000162156
BR-EMS mort. 2021,9,0.000196101,0.000167626
BR-EMS mort. 2021,10,0.000209156,0.000179138
BR-EMS mort. 2021,11,0.000232563,0.000197967
BR-EMS mort. 2021,12,0.000269966,0.000224059
BR-EMS mort. 2021,13,0.000323633,0.000255538
BR-EMS mort. 2021,14,0.000393528,0.000289817
BR-EMS mort. 2021,15,0.00047635,0.000323807
BR-EMS mort. 2021,16,0.00056781,0.000354625
BR-EMS mort. 2021,17,0.00066154,0.000380407
BR-EMS mort. 2021,18,0.000751594,0.000400263
BR-EMS mort. 2021,19,0.000832887,0.000414175
BR-EMS mort. 2021,20,0.000902071,0.000422902
BR-EMS mort. 2021,21,0.000956995,0.000427545
BR-EMS mort. 2021,22,0.000997622,0.000429504
BR-EMS mort. 2021,23,0.001024877,0.000430301
BR-EMS mort. 2021,24,0.001040384,0.000431144
BR-EMS mort. 2021,25,0.001047205,0.000433212
BR-EMS mort. 2021,26,0.001048131,0.000437419
BR-EMS mort. 2021,27,0.001045751,0.000444526
BR-EMS mort. 2021,28,0.001042825,0.000455108
BR-EMS mort. 2021,29,0.001041784,0.000469574
BR-EMS mort. 2021,30,0.001044681,0.000488241
BR-EMS mort. 2021,31,0.001053336,0.000511264
BR-EMS mort. 2021,32,0.001069113,0.000539028
BR-EMS mort. 2021,33,0.001093142,0.000571651
BR-EMS mort. 2021,34,0.001126379,0.000609361
BR-EMS mort. 2021,35,0.001169865,0.00065248
BR-EMS mort. 2021,36,0.001223966,0.000701221
BR-EMS mort. 2021,37,0.001289608,0.000755949
BR-EMS mort. 2021,38,0.001367243,0.000817089
BR-EMS mort. 2021,39,0.001457573,0.00088509
BR-EMS mort. 2021,40,0.00156121,0.000960421
BR-EMS mort. 2021,41,0.001679002,0.001043738
BR-EMS mort. 2021,42,0.001811727,0.001135621
BR-EMS mort. 2021,43,0.00196048,0.001236871
BR-EMS mort. 2021,44,0.00212633,0.001348346
BR-EMS mort. 2021,45,0.002310743,0.001470888
BR-EMS mort. 2021,46,0.002514886,0.001605664
BR-EMS mort. 2021,47,0.0027404,0.001753657
BR-EMS mort. 2021,48,0.002989147,0.001916323
BR-EMS mort. 2021,49,0.003263239,0.002094838
BR-EMS mort. 2021,50,0.003564649,0.002290759
BR-EMS mort. 2021,51,0.003895881,0.00250585
BR-EMS mort. 2021,52,0.004259815,0.002741731
BR-EMS mort. 2021,53,0.004659222,0.003000705
BR-EMS mort. 2021,54,0.005097523,0.003284994
BR-EMS mort. 2021,55,0.005578296,0.003596848
BR-EMS mort. 2021,56,0.006105637,0.003938818
BR-EMS mort. 2021,57,0.006684211,0.004314436
BR-EMS mort. 2021,58,0.007318471,0.004726632
BR-EMS mort. 2021,59,0.008013604,0.005178398
BR-EMS mort. 2021,60,0.008775537,0.005674859
BR-EMS mort. 2021,61,0.009610478,0.006219016
BR-EMS mort. 2021,62,0.010525689,0.00681665
BR-EMS mort. 2021,63,0.01152884,0.007471617
BR-EMS mort. 2021,64,0.012627136,0.008190667
BR-EMS mort. 2021,65,0.013831633,0.008979716
BR-EMS mort. 2021,66,0.015151087,0.009844995
BR-EMS mort. 2021,67,0.016596064,0.010795549
BR-EMS mort. 2021,68,0.018178971,0.011838696
BR-EMS mort. 2021,69,0.019913618,0.012983925
BR-EMS mort. 2021,70,0.021813753,0.014241229
BR-EMS mort. 2021,71,0.023894204,0.015620726
BR-EMS mort. 2021,72,0.026170821,0.017134968
BR-EMS mort. 2021,73,0.02866308,0.018798279
BR-EMS mort. 2021,74,0.031392323,0.020624248
BR-EMS mort. 2021,75,0.034378188,0.022628826
BR-EMS mort. 2021,76,0.037645648,0.024831414
BR-EMS mort. 2021,77,0.041221651,0.027249539
BR-EMS mort. 2021,78,0.04513145,0.029905156
BR-EMS mort. 2021,79,0.049411848,0.032823987
BR-EMS mort. 2021,80,0.054094348,0.036031467
BR-EMS mort. 2021,81,0.059213481,0.039555013
BR-EMS mort. 2021,82,0.064808708,0.043428125
BR-EMS mort. 2021,83,0.070923478,0.047685313
BR-EMS mort. 2021,84,0.077606262,0.052368064
BR-EMS mort. 2021,85,0.084900227,0.05751492
BR-EMS mort. 2021,86,0.092858747,0.063181791
BR-EMS mort. 2021,87,0.101542411,0.069415458
BR-EMS mort. 2021,88,0.111010819,0.076277355
BR-EMS mort. 2021,89,0.121327201,0.083836708
BR-EMS mort. 2021,90,0.13256795,0.092162048
BR-EMS mort. 2021,91,0.14480803,0.101333277
BR-EMS mort. 2021,92,0.158118271,0.111451115
BR-EMS mort. 2021,93,0.172581494,0.122605117
BR-EMS mort. 2021,94,0.188281386,0.134913003
BR-EMS mort. 2021,95,0.205300071,0.148502057
BR-EMS mort. 2021,96,0.223745703,0.163503976
BR-EMS mort. 2021,97,0.243699143,0.180088533
BR-EMS mort. 2021,98,0.265254937,0.198423359
BR-EMS mort. 2021,99,0.288543755,0.218714052
BR-EMS mort. 2021,100,0.313596438,0.241183191
BR-EMS mort. 2021,101,0.3405239,0.266065491
BR-EMS mort. 2021,102,0.369366777,0.293631522
BR-EMS mort. 2021,103,0.406267525,0.324167356
BR-EMS mort. 2021,104,0.448631395,0.35797888
BR-EMS mort. 2021,105,0.495199343,0.395492121
BR-EMS mort. 2021,106,0.546162522,0.43697819
BR-EMS mort. 2021,107,0.601690604,0.482868901
BR-EMS mort. 2021,108,0.661564973,0.533396625
BR-EMS mort. 2021,109,0.725026422,0.588770321
BR-EMS mort. 2021,110,0.790594125,0.651327613
BR-EMS mort. 2021,111,0.855635952,0.736677898
BR-EMS mort. 2021,112,0.915352374,0.828202254
BR-EMS mort. 2021,113,0.962980122,0.916574802
BR-EMS mort. 2021,114,0.991262835,0.980946514
BR-EMS mort. 2021,115,0.999621827,0.999816197
BR-EMS mort. 2021,116,0.999999998,1.0
BR-EMS mort. 2021,117,1.0,1.0
BR-EMS mort. 2021,118,1.0,1.0
BR-EMS mort. 2021,119,1.0,1.0
BR-EMS mort. 2021,120,1.0,1.0
BR-EMS mort. 2021,121,1.0,1.0
BR-EMS mort. 2021,122,1.0,1.0
BR-EMS mort. 2021,123,1.0,1.0
BR-EMS mort. 2021,124,1.0,1.0
BR-EMS mort. 2021,125,1.0,1.0
Winklevoss,0,0.0,0.0
Winklevoss,1,0.0,0.0
Winklevoss,2,0.0,0.0
Winklevoss,3,0.0,0.0
Winklevoss,4,0.0,0.0
Winklevoss,5,0.0,0.0
Winklevoss,6,0.0,0.0
Winklevoss,7,0.0,0.0
Winklevoss,8,0.0,0.0
Winklevoss,9,0.0,0.0
Winklevoss,10,0.0,0.0
Winklevoss,11,0.0,0.0
Winklevoss,12,0.0,0.0
Winklevoss,13,0.0,0.0
Winklevoss,14,0.0,0.0
Winklevoss,15,0.0,0.0
Winklevoss,16,0.0,0.0
Winklevoss,17,0.0,0.0
Winklevoss,18,0.0,0.0
Winklevoss,19,0.0,0.0
Winklevoss,20,0.0084,0.0084
Winklevoss,21,0.00853,0.00853
Winklevoss,22,0.00872,0.00872
Winklevoss,23,0.00891,0.00891
Winklevoss,24,0.0091,0.0091
Winklevoss,25,0.0093,0.0093
Winklevoss,26,0.00951,0.00951
Winklevoss,27,0.00973,0.00973
Winklevoss,28,0.00996,0.00996
Winklevoss,29,0.01021,0.01021
Winklevoss,30,0.01048,0.01048
Winklevoss,31,0.01077,0.01077
Winklevoss,32,0.01108,0.01108
Winklevoss,33,0.01141,0.01141
Winklevoss,34,0.01177,0.01177
Winklevoss,35,0.01216,0.01216
Winklevoss,36,0.01258,0.01258
Winklevoss,37,0.01303,0.01303
Winklevoss,38,0.01351,0.01351
Winklevoss,39,0.01401,0.01401
Winklevoss,40,0.01454,0.01454
Winklevoss,41,0.01511,0.01511
Winklevoss,42,0.0157,0.0157
Winklevoss,43,0.01633,0.01633
Winklevoss,44,0.01699,0.01699
Winklevoss,45,0.0177,0.0177
Winklevoss,46,0.01845,0.01845
Winklevoss,47,0.01924,0.01924
Winklevoss,48,0.02009,0.02009
Winklevoss,49,0.02097,0.02097
Winklevoss,50,0.02191,0.02191
Winklevoss,51,0.0229,0.0229
Winklevoss,52,0.02395,0.02395
Winklevoss,53,0.02506,0.02506
Winklevoss,54,0.02624,0.02624
Winklevoss,55,0.02749,0.02749
Winklevoss,56,0.02881,0.02881
Winklevoss,57,0.0302,0.0302
Winklevoss,58,0.03167,0.03167
Winklevoss,59,0.03323,0.03323
Winklevoss,60,0.03488,0.03488
Winklevoss,61,0.03663,0.03663
Winklevoss,62,0.03847,0.03847
Winklevoss,63,0.04042,0.04042
Winklevoss,64,0.04248,0.04248
Winklevoss,65,0.04465,0.04465
Winklevoss,66,0.04695,0.04695
Winklevoss,67,0.04938,0.04938
Winklevoss,68,0.05195,0.05195
Winklevoss,69,0.05466,0.05466
Winklevoss,70,0.05754,0.05754
Winklevoss,71,0.06056,0.06056
Winklevoss,72,0.06375,0.06375
Winklevoss,73,0.06713,0.06713
Winklevoss,74,0.07069,0.07069
Winklevoss,75,0.07444,0.07444
Winklevoss,76,0.07841,0.07841
Winklevoss,77,0.08259,0.08259
Winklevoss,78,0.87000,0.87000
Winklevoss,79,0.09165,0.09165
Winklevoss,80,0.09654,0.09654
Winklevoss,81,0.10171,0.10171
Winklevoss,82,0.10715,0.10715
Winklevoss,83,0.11287,0.11287
Winklevoss,84,0.1189,0.1189
Winklevoss,85,0.12524,0.12524
Winklevoss,86,0.13191,0.13191
Winklevoss,87,0.13893,0.13893
Winklevoss,88,0.1463,0.1463
Winklevoss,89,0.15404,0.15404
Winklevoss,90,0.16219,0.16219
Winklevoss,91,0.17094,0.17094
Winklevoss,92,0.18059,0.18059
Winklevoss,93,0.19154,0.19154
Winklevoss,94,0.20429,0.20429
Winklevoss,95,0.21944,0.21944
Winklevoss,96,0.23769,0.23769
Winklevoss,97,0.25984,0.25984
Winklevoss,98,0.28679,0.28679
Winklevoss,99,0.31954,0.31954
Winklevoss,100,0.35919,0.35919
Winklevoss,101,0.40694,0.40694
Winklevoss,102,0.46409,0.46409
Winklevoss,103,0.53204,0.53204
Winklevoss,104,0.61229,0.61229
Winklevoss,105,0.7064,0.7064
Winklevoss,106,0.81619,0.81619
Winklevoss,107,0.94334,0.94334
Winklevoss,108,1.0,1.0
Winklevoss,109,1.0,1.0
Winklevoss,110,1.0,1.0
Winklevoss,111,1.0,1.0
Winklevoss,112,1.0,1.0
Winklevoss,113,1.0,1.0
Winklevoss,114,1.0,1.0
Winklevoss,115,1.0,1.0
Winklevoss,116,1.0,1.0
Winklevoss,117,1.0,1.0
Winklevoss,118,1.0,1.0
Winklevoss,119,1.0,1.0
Winklevoss,120,1.0,1.0
Winklevoss,121,1.0,1.0
Winklevoss,122,1.0,1.0
Winklevoss,123,1.0,1.0
Winklevoss,124,1.0,1.0
Winklevoss,125,1.0,1.0
Light Media Des. 75,0,0.0,0.0
Light Media Des. 75,1,0.0,0.0
Light Media Des. 75,2,0.0,0.0
Light Media Des. 75,3,0.0,0.0
Light Media Des. 75,4,0.0,0.0
Light Media Des. 75,5,0.0,0.0
Light Media Des. 75,6,0.0,0.0
Light Media Des. 75,7,0.0,0.0
Light Media Des. 75,8,0.0,0.0
Light Media Des. 75,9,0.0,0.0
Light Media Des. 75,10,0.0,0.0
Light Media Des. 75,11,0.0,0.0
Light Media Des. 75,12,0.0,0.0
Light Media Des. 75,13,0.0,0.0
Light Media Des. 75,14,0.0,0.0
Light Media Des. 75,15,1.75e-05,1.75e-05
Light Media Des. 75,16,2.25e-05,2.25e-05
Light Media Des. 75,17,2.75e-05,2.75e-05
Light Media Des. 75,18,3.25e-05,3.25e-05
Light Media Des. 75,19,0.00004,0.00004
Light Media Des. 75,20,4.75e-05,4.75e-05
Light Media Des. 75,21,5.75e-05,5.75e-05
Light Media Des. 75,22,6.75e-05,6.75e-05
Light Media Des. 75,23,0.00008,0.00008
Light Media Des. 75,24,9.25e-05,9.25e-05
Light Media Des. 75,25,0.00011,0.00011
Light Media Des. 75,26,0.0001275,0.0001275
Light Media Des. 75,27,0.000145,0.000145
Light Media Des. 75,28,0.000165,0.000165
Light Media Des. 75,29,0.00019,0.00019
Light Media Des. 75,30,0.00022,0.00022
Light Media Des. 75,31,0.000245,0.000245
Light Media Des. 75,32,0.000275,0.000275
Light Media Des. 75,33,0.00031,0.00031
Light Media Des. 75,34,0.0003475,0.0003475
Light Media Des. 75,35,0.0003925,0.0003925
Light Media Des. 75,36,0.00043,0.00043
Light Media Des. 75,37,0.0004775,0.0004775
Light Media Des. 75,38,0.00053,0.00053
Light Media Des. 75,39,0.000585,0.000585
Light Media Des. 75,40,0.0006475,0.0006475
Light Media Des. 75,41,0.000715,0.000715
Light Media Des. 75,42,0.0007875,0.0007875
Light Media Des. 75,43,0.000865,0.000865
Light Media Des. 75,44,0.0009525,0.0009525
Light Media Des. 75,45,0.0010425,0.0010425
Light Media Des. 75,46,0.0011425,0.0011425
Light Media Des. 75,47,0.0012525,0.0012525
Light Media Des. 75,48,0.00137,0.00137
Light Media Des. 75,49,0.0015025,0.0015025
Light Media Des. 75,50,0.0016375,0.0016375
Light Media Des. 75,51,0.00179,0.00179
Light Media Des. 75,52,0.00196,0.00196
Light Media Des. 75,53,0.002145,0.002145
Light Media Des. 75,54,0.0023425,0.0023425
Light Media Des. 75,55,0.0025525,0.0025525
Light Media Des. 75,56,0.0027975,0.0027975
Light Media Des. 75,57,0.003055,0.003055
Light Media Des. 75,58,0.003365,0.003365
Light Media Des. 75,59,0.003685,0.003685
Light Media Des. 75,60,0.00405,0.00405
Light Media Des. 75,61,0.004485,0.004485
Light Media Des. 75,62,0.0048975,0.0048975
Light Media Des. 75,63,0.0053925,0.0053925
Light Media Des. 75,64,0.0059475,0.0059475
Light Media Des. 75,65,0.006575,0.006575
Light Media Des. 75,66,0.0073825,0.0073825
Light Media Des. 75,67,0.0042975,0.0042975
Light Media Des. 75,68,0.0049875,0.0049875
Light Media Des. 75,69,0.005775,0.005775
Light Media Des. 75,70,0.0066725,0.0066725
Light Media Des. 75,71,0.0,0.0
Light Media Des. 75,72,0.0,0.0
Light Media Des. 75,73,0.0,0.0
Light Media Des. 75,74,0.0,0.0
Light Media Des. 75,75,0.0,0.0
Light Media Des. 75,76,0.0,0.0
Light Media Des. 75,77,0.0,0.0
Light Media Des. 75,78,0.0,0.0
Light Media Des. 75,79,0.0,0.0
Light Media Des. 75,80,0.0,0.0
Light Media Des. 75,81,0.0,0.0
Light Media Des. 75,82,0.0,0.0
Light Media Des. 75,83,0.0,0.0
Light Media Des. 75,84,0.0,0.0
Light Media Des. 75,85,0.0,0.0
Light Media Des. 75,86,0.0,0.0
Light Media Des. 75,87,0.0,0.0
Light Media Des. 75,88,0.0,0.0
Light Media Des. 75,89,0.0,0.0
Light Media Des. 75,90,0.0,0.0
Light Media Des. 75,91,0.0,0.0
Light Media Des. 75,92,0.0,0.0
Light Media Des. 75,93,0.0,0.0
Light Media Des. 75,94,0.0,0.0
Light Media Des. 75,95,0.0,0.0
Light Media Des. 75,96,0.0,0.0
Light Media Des. 75,97,0.0,0.0
Light Media Des. 75,98,0.0,0.0
Light Media Des. 75,99,0.0,0.0
Light Media Des. 75,100,0.0,0.0
Light Media Des. 75,101,0.0,0.0
Light Media Des. 75,102,0.0,0.0
Light Media Des. 75,103,0.0,0.0
Light Media Des. 75,104,0.0,0.0
Light Media Des. 75,105,0.0,0.0
Light Media Des. 75,106,0.0,0.0
Light Media Des. 75,107,0.0,0.0
Light Media Des. 75,108,0.0,0.0
Light Media Des. 75,109,0.0,0.0
Light Media Des. 75,110,0.0,0.0
Light Media Des. 75,111,0.0,0.0
Light Media Des. 75,112,0.0,0.0
Light Media Des. 75,113,0.0,0.0
Light Media Des. 75,114,0.0,0.0
Light Media Des. 75,115,0.0,0.0
Light Media Des. 75,116,0.0,0.0
Light Media Des. 75,117,0.0,0.0
Light Media Des. 75,118,0.0,0.0
Light Media Des. 75,119,0.0,0.0
Light Media Des. 75,120,0.0,0.0
Light Media Des. 75,121,0.0,0.0
Light Media Des. 75,122,0.0,0.0
Light Media Des. 75,123,0.0,0.0
Light Media Des. 75,124,0.0,0.0
Light Media Des. 75,125,0.0,0.0
Light Media Des. 25,0,0.0,0.0
Light Media Des. 25,1,0.0,0.0
Light Media Des. 25,2,0.0,0.0
Light Media Des. 25,3,0.0,0.0
Light Media Des. 25,4,0.0,0.0
Light Media Des. 25,5,0.0,0.0
Light Media Des. 25,6,0.0,0.0
Light Media Des. 25,7,0.0,0.0
Light Media Des. 25,8,0.0,0.0
Light Media Des. 25,9,0.0,0.0
Light Media Des. 25,10,0.0,0.0
Light Media Des. 25,11,0.0,0.0
Light Media Des. 25,12,0.0,0.0
Light Media Des. 25,13,0.0,0.0
Light Media Des. 25,14,0.0,0.0
Light Media Des. 25,15,5.25e-05,5.25e-05
Light Media Des. 25,16,6.75e-05,6.75e-05
Light Media Des. 25,17,8.25e-05,8.25e-05
Light Media Des. 25,18,9.75e-05,9.75e-05
Light Media Des. 25,19,0.00012,0.00012
Light Media Des. 25,20,0.0001425,0.0001425
Light Media Des. 25,21,0.0001725,0.0001725
Light Media Des. 25,22,0.0002025,0.0002025
Light Media Des. 25,23,0.00024,0.00024
Light Media Des. 25,24,0.0002775,0.0002775
Light Media Des. 25,25,0.00033,0.00033
Light Media Des. 25,26,0.0003825,0.0003825
Light Media Des. 25,27,0.000435,0.000435
Light Media Des. 25,28,0.000495,0.000495
Light Media Des. 25,29,0.00057,0.00057
Light Media Des. 25,30,0.00066,0.00066
Light Media Des. 25,31,0.000735,0.000735
Light Media Des. 25,32,0.000825,0.000825
Light Media Des. 25,33,0.00093,0.00093
Light Media Des. 25,34,0.0010425,0.0010425
Light Media Des. 25,35,0.0011775,0.0011775
Light Media Des. 25,36,0.00129,0.00129
Light Media Des. 25,37,0.0014325,0.0014325
Light Media Des. 25,38,0.00159,0.00159
Light Media Des. 25,39,0.001755,0.001755
Light Media Des. 25,40,0.0019425,0.0019425
Light Media Des. 25,41,0.002145,0.002145
Light Media Des. 25,42,0.0023625,0.0023625
Light Media Des. 25,43,0.002595,0.002595
Light Media Des. 25,44,0.0028575,0.0028575
Light Media Des. 25,45,0.0031275,0.0031275
Light Media Des. 25,46,0.0034275,0.0034275
Light Media Des. 25,47,0.0037575,0.0037575
Light Media Des. 25,48,0.00411,0.00411
Light Media Des. 25,49,0.0045075,0.0045075
Light Media Des. 25,50,0.0049125,0.0049125
Light Media Des. 25,51,0.00537,0.00537
Light Media Des. 25,52,0.00588,0.00588
Light Media Des. 25,53,0.006435,0.006435
Light Media Des. 25,54,0.0070275,0.0070275
Light Media Des. 25,55,0.0076575,0.0076575
Light Media Des. 25,56,0.0083925,0.0083925
Light Media Des. 25,57,0.009165,0.009165
Light Media Des. 25,58,0.010095,0.010095
Light Media Des. 25,59,0.011055,0.011055
Light Media Des. 25,60,0.01215,0.01215
